10000692,"The Ivory Order trio stands before you. They seem not the most approachable of parties, but..."
10000701,The Ivory Order Trio
10000702,Speak to the Ivory Order trio?
10000711,"Who Are You
Supposed to Be?"
10000712,"You inquire about their identities.

""We are disciples of the <highlight>Ivory Order</highlight>. It is our duty to aid the realm and its people however we can."""
10000721,I've Nothing to Say
10000722,"You don't think you have anything to say.

On second thought...
Yeah, you still don't."
10000731,The Ivory Order Trio
10000732,"""The Order's principal focus is developing medicine to distribute to people throughout the world..."""
10000741,The Ivory Order Trio
10000742,They begin blathering an answer to a question you didn't even ask.
10000751,The Would-Be Hero
10000752,"Sensing a long lecture ahead, you seize on the first chance to extricate yourself from their presence."
10000761,The Ivory Order Trio
10000762,"You try to speak to the trio again, but they're too involved in hashing out some sort of plan of attack to pay you any mind."
10000771,{CARDNAME:2010}
10000772,"You try to speak to {CARDNAME:2010}, but a guard blocks your path."
10000781,{CARDNAME:2010}
10000782,Figures a nobody bounty hunter can't just walk up to a queen and start chatting like they're best friends.
10000791,Royal Guard
10000792,"""Sign here,"" says the guard, handing you a pen and paper."
10000801,{CHARACTERNAME:1010}
10000802,"You sign your name:
{CHARACTERNAME:1010}"
10000811,
10000812,"<align=""center"">Dragon Hunters
　
<size=120%> </size>
<size=70%>
Please enter no more than 12 characters.
</size>
</align>"
10000821,
10000822,"<align=""center"">Dragon Hunters
　
<size=120%>{CHARACTERNAME:1010}</size>
<size=70%>
Please enter no more than 12 characters.
</size>
</align>"
10000831,
10000832,"""<highlight>{CHARACTERNAME:1010}</highlight>."" Have you gotten that written down all right?"
10000841,That's Right
10000842,"You sign your name:
{CHARACTERNAME:1010}"
10000851,That's Wrong
10000852,"For some reason or another, you've written your name incorrectly. Let's try this again..."
10000861,Royal Guard
10000862,"After you've signed, the guard motions to the strange creature beside you. ""The monster, too."""
10000871,{CHARACTERNAME:1010}
10000872,"You sign your companion's name as well:
{CARDNAME:1020}"
10000881,{CARDNAME:1020}
10000882,"<highlight>{CARDNAME:1020}</highlight>, your friend and sometimes traveling companion."
10000891,{CARDNAME:1020}
10000892,"Though he can't speak the human tongue, he seems to understand it well enough."
10000901,Royal Guard
10000902,"""Thank you. Now we'll know what to have engraved on your tombstones."""
10000911,{CHARACTERNAME:1010}
10000912,"""Huh?"" Your head tilts in confusion at the guard's words."
10000921,Royal Guard
10000922,"""The {CARDNAME:4010}'s roar can scramble your brain, his claws can slice you clean in two, and one beat of his wings summons cyclones. It's what everyone says."""
10000931,Royal Guard
10000932,"""Can't ask the dead what name to mark their grave with, after all."" The guard chortles."
10000941,Royal Guard
10000942,"The guard offers you one last piece of parting advice. ""Find some good people to help you fight the beast. You're less likely to die that way."""
10000951,{CHARACTERNAME:1010}
10000952,You want the reward as badly as you don't want to die. You figure you better make some strong friends.
10000961,The Ivory Order Trio
10000962,Offer to join forces with the Ivory Order trio?
10000971,"How About We
Do This Together?"
10000972,"""We select few are sufficient to defeat the {CARDNAME:4010}. We require no additional aid."""
10000981,Don't Offer
10000982,"With no particular business, you take your leave."
10000991,The Ivory Order Trio
10000992,"""And we certainly don't require the aid of a no-name wastrel."" With that, the trio takes their leave of the castle."
10001001,{CARDNAME:2010}
10001002,Asking {CARDNAME:2010} to join you is...beyond preposterous. Better not even try.
10001011,Royal Guard
10001012,"""The castle will close to visitors shortly. Please be on your way."" You're shooed out of the castle."
10001021,{CHARACTERNAME:1010}
10001022,"You've yet to find any help for your quest. Things don't look that reassuring as they are, but the decision is up to you."
10001031,{CHARACTERNAME:1010}
10001032,Will you leave the hall?
10001041,Leave
10001042,You put the castle behind you.
10001051,Don't Leave
10001052,You stay in the castle a little longer to search for companions.
10001061,{CHARACTERNAME:1010}
10001062,"In the end, you set out just the two of you to hunt the {CARDNAME:4010}."
10001071,Castle Advent: Gate
10001072,"The guard stops you, saying you aren't permitted to pass."
10001081,Cautionary Elder
10001082,The old man kindly warns you of the dangerous monsters outside of town.
10001091,Local Boy
10001092,The child says you should see <highlight>{CARDNAME:91030}</highlight> as soon as you leave the castle town.
10001101,Gilded Door
10001102,"The door is shut tight. You spy a keyhole on it, suggesting the existence of a corresponding key."
10001111,Gilded Door
10001112,You turn the {CARDNAME:51110} in the lock...and the door opens!
10001121,Royal Guard
10001122,You sense a presence behind you and turn to see a guard. He starts talking to you like you're old friends.
10001131,Royal Guard
10001132,"He tells you this is where {CARDNAME:2010} used to store the royal treasure, but not anymore."
10001141,Royal Guard
10001142,"""So you see, you won't find anything of value in there,"" he finishes, and walks away."
10001151,{CHARACTERNAME:1010}
10001152,There's a scrap of paper on the ground where the guard was standing. You pick it up and read it.
10001161,Scrap of Paper
10001162,"NOTICE
Some local merchants are engaging in the illicit trade of unauthorized, powerful weapons. Cease any such operations as you discover them."
10001171,
10001172,<highlight>Mysterious Card 7</highlight> acquired!
10001181,Sign
10001182,Before you stands a sign calling for people to join the hunt for the {CARDNAME:4010}.
10001191,Sign
10001192,"Earlier you saw the bit about the ""<highlight>handsome reward</highlight> for whoever slays the {CARDNAME:4010}"" and hightailed it to the castle."
10001201,Black-Clad Woman
10001202,"A woman stares at the sign, transfixed."
10001211,Black-Clad Woman
10001212,Her face curls into a scowl as she notices you.
10001221,Black-Clad Woman
10001222,"""Monster!"" the woman cries, and flings magic at {CARDNAME:1020}!"
10001231,{CARDNAME:1020}
10001232,"Startled by the spell, {CARDNAME:1020} grows dizzy..."
10001241,{CHARACTERNAME:1010}
10001242,You shout...
10001251,What Are You Doing!?
10001252,"You whirl to the woman and shout, ""What are you doing!?"""
10001261,Mar! You All Right!?
10001262,You gather the dizzy {CARDNAME:1020} in your arms and glare at the woman.
10001271,{CHARACTERNAME:1010} and Woman
10001272,"""This ain't a monster,"" you growl, as the woman snarls over you, ""I hate monsters."""
10001281,{CHARACTERNAME:1010} and Woman
10001282,The two of you bicker for quite a while...
10001291,
10001292,–One Hour Later–
10001301,Black-Clad Woman
10001302,"In the end the woman admits she may have jumped to conclusions, but stubbornly refuses to apologize. "
10001311,{CHARACTERNAME:1010}
10001312,Inwardly you call her unsavory names as your attention shifts to a different topic of conversation.
10001321,Black-Clad Woman
10001322,"Turns out she really hates the {CARDNAME:4010}, and would love to take him down with her own two hands."
10001331,Black-Clad Woman
10001332,"But she knows she's no match for him alone, so she's at a loss for what to do."
10001341,Black-Clad Woman
10001342,"When you tell her you're after the same thing, she squints down her nose at you. ""Fine,"" she says. ""I can help you."""
10001351,{CHARACTERNAME:1010}
10001352,Team up with the black-clad woman to slay the {CARDNAME:4010}?
10001361,Sure
10001362,"She's a little annoying, but you are looking for quest companions."
10001371,Black-Clad Woman
10001372,"""I only want to see the {CARDNAME:4010} dead. I don't care about anything else,"" she mutters."
10001381,{CHARACTERNAME:1010}
10001382,"You overhear her remarks and grin without thinking. ""Then you don't care about getting a share of the reward."""
10001391,{CHARACTERNAME:1010}
10001392,That suits you perfectly. You happily join forces with the black-clad woman.
10001401,No Way!
10001402,"No way are you teaming up with someone who attacked you out of the blue, but as you open your mouth to tell her off..."
10001411,Black-Clad Woman
10001412,"""I only want to see the {CARDNAME:4010} dead. I don't care about anything else,"" she mutters."
10001421,{CHARACTERNAME:1010}
10001422,"You overhear her remarks and grin without thinking. ""Then you don't care about getting a share of the reward."""
10001431,{CHARACTERNAME:1010}
10001432,"You couldn't have asked for a better companion. Your opinion of her improved, you happily join forces with the black-clad woman."
10001441,Black-Clad Woman
10001442,She introduces herself as <highlight>{CARDNAME:1030}</highlight>.
10001451,{CARDNAME:1030}
10001452,"She tells you she is a witch, but says nothing of why she hates monsters or what grudge she bears against the {CARDNAME:4010}."
10001461,
10001462,{CARDNAME:1030} joins your party.
10001471,Greeter
10001472,"""Welcome to {CARDNAME:91030},"" hails a man."
10001481,Greeter
10001482,Anything you want to ask him?
10001491,Ask about the Town
10001492,The man doesn't respond to any question except to parrot back his original greeting...
10001501,Ask about the Dragon
10001502,You try asking the man if he knows anything about the {CARDNAME:4010}.
10001511,Ask Nothing
10001512,"With no particular business, you take your leave."
10001521,Greeter
10001522,"The man's eyes widen. He leans close, cupping his hand to his mouth."
10001531,Greeter
10001532,"""Welcome...to {CARDNAME:91030}..."" he whispers in your ear."
10001541,Town Guide
10001542,The man helpfully advises you take the opportunity to purchase equipment and curatives while you are in town.
10001551,Lovely Lady
10001552,"The woman tells you she's so terrified of what might happen if the {CARDNAME:4010} attacks the town, she hasn't been able to eat."
10001561,Budding Geographer
10001562,"The girl says if you follow this road northwest for a bit, you'll come to <highlight>{CARDNAME:91040}</highlight>."
10001571,Well-Liked Man
10001572,Apparently a <highlight>monster researcher</highlight> lives in {CARDNAME:91040} and might know something about the {CARDNAME:4010}.
10001581,Well-Liked Man
10001582,"According to him, the broader the face, the more handsome the man. Now that he mentions it, you do notice his face is a bit broader than most..."
10001591,Ivory Order Supporter
10001592,It seems the majority of the world's medicine is made by the Ivory Order. Many people depend on it.
10001601,Ivory Order Supporter
10001602,That's probably part of the reason the Order has so many ardent supporters.
10001611,
10001612,It seems you've learned all you can here. Time to move on.
10001621,Hobbled Woman
10001622,A woman sits hunched over by the side of the road.
10001631,Hobbled Woman
10001632,"Upon catching sight of you, she calls out for your aid."
10001641,Hobbled Woman
10001642,She's sprained her ankle and needs you to take her to the nearby {CARDNAME:103012}.
10001651,Hobbled Woman
10001652,Take her to the {CARDNAME:103012}?
10001661,We're a Little Busy
10001662,"""We're a little busy,"" you say. You make to leave, but {CARDNAME:1030} stands in your way.
""What kind of person are you?"" she snaps."
10001671,Ask Someone Else
10001672,"""Ask someone else,"" you say. You make to leave, but {CARDNAME:1030} stands in your way.
""What kind of person are you?"" she snaps."
10001681,Sure
10001682,You try to lift the woman into your arms...but the weight's too much for you to bear.
10001691,{CHARACTERNAME:1010}
10001692,You lay the woman back down where you found her and mutter a quiet farewell before turning to leave.
10001701,{CARDNAME:1030}
10001702,"Upon seeing that, {CARDNAME:1030} snaps, ""What kind of person are you?"""
10001711,{CHARACTERNAME:1010}
10001712,How do you respond?
10001721,"Ain't Like
It's My Fault"
10001722,"""Ain't like it's my fault she's hurt,"" you whine, like a child."
10001731,"We've Got the Dragon
to Worry About"
10001732,"""We've got the {CARDNAME:4010} to worry about,"" you say, like an insensitive jerk."
10001741,{CARDNAME:1030}
10001742,"Ignoring you, {CARDNAME:1030} gingerly helps the woman up."
10001751,{CARDNAME:1020}
10001752,"{CARDNAME:1020} bends so the woman can get on his back, and the two of them head off in search of the {CARDNAME:103012}."
10001761,{CHARACTERNAME:1010}
10001762,"You watch them walk away for a moment before following, complaining to yourself about what a waste of time this is."
10001771,Hobbled Woman
10001772,You must bring the woman to the {CARDNAME:103012} before leaving town.
10001781,"The Would-Be Hero
and Company"
10001782,You arrive at the {CARDNAME:103012}.
10001791,Hobbled Woman
10001792,"After taking a curative, the woman begins hopping up and down."
10001801,Healed Woman
10001802,"""Nothing holds a candle to Ivory Order medicine!"" she beams."
10001811,Healed Woman
10001812,She thanks you and pulls something from her breast pocket.
10001821,
10001822,She gives you <highlight>{CARDNAME:70001}</highlight>!
10001831,Mysterious Card 1
10001832,"You have no idea how to use it, but put it somewhere safe for the meantime."
10001841,
10001842,"You've helped someone, albeit not quite out of the goodness of your own heart."
10001851,
10001852,"It might be a good idea to do that again, should you come across anyone else in need of assistance."
10001861,Healed Woman
10001862,"""Nothing holds a candle to Ivory Order medicine,"" proclaims the woman, swigging this curative and that."
10001871,{CHARACTERNAME:1010}
10001872,"As your eyes roam everywhere but the path you walk, you barrel right into someone."
10001881,The Ivory Order Trio
10001882,"When you turn to see who it is, you see the <highlight>Ivory Order</highlight> trio from the castle."
10001891,Ponderous Elder
10001892,"""{CARDNAME:1110}, are you all right?"" the sagely old man asks the woman, voice full of concern."
10001901,{CARDNAME:1110}
10001902,"""I'm fine,"" the woman called {CARDNAME:1110} replies. ""Thank you, {CARDNAME:1130}."""
10001911,{CARDNAME:1130}
10001912,"""{CARDNAME:1120}!"" the old man calls, turning to their stoic companion."
10001921,{CARDNAME:1120}
10001922,He jerks forward as if to defend {CARDNAME:1130} and {CARDNAME:1110}.
10001931,The Ivory Order Trio
10001932,"The trio advances on you. ""How dare you treat disciples of the Ivory Order with such disrespect."""
10001941,{CHARACTERNAME:1010}
10001942,How do you respond?
10001951,"I Offer My Life
as Restitution"
10001952,"You fall to your hands and knees, pressing your forehead to the dirt in supplication. ""I offer my life as restitution,"" you sob."
10001961,{CARDNAME:1110}
10001962,"{CARDNAME:1110} stares at you, bewildered you would go to such ridiculous lengths to apologize."
10001971,"Watch Where
You're Going!"
10001972,"They're the ones who ran into you, so if anything they should be apologizing!"
10001981,{CARDNAME:1130}
10001982,"""We were standing still,"" says {CARDNAME:1130}, his calm tone belying the anger on his face. "
10001991,"You Broke
My Bloody Foot!"
10001992,"You grab your foot, wailing about how much it hurts, demanding the Ivory Order trio give you money to see a physician."
10002001,{CARDNAME:1120}
10002002,"{CARDNAME:1120} pokes at your foot, proving nothing is actually broken."
10002011,{CHARACTERNAME:1010}
10002012,"Muttering a half-hearted apology, you try to keep walking."
10002021,{CHARACTERNAME:1010}
10002022,But that's when you notice something in your hand.
10002031,{CHARACTERNAME:1010}
10002032,Looks like you accidentally grabbed {CARDNAME:1110}'s coin purse when you ran into her!
10002041,The Ivory Order Trio
10002042,"""Thief!"" bellows {CARDNAME:1120}, drawing his weapon. Guess you've got to fight your way past!"
10002051,"The Would-Be Hero
and Company"
10002052,The Ivory Order laid you out flat.
10002061,{CHARACTERNAME:1010}
10002062,"Your face warps into a grimace. You can't let this be the end of you, not when you still have the {CARDNAME:4010} to slay!"
10002071,The Ivory Order Trio
10002072,The Ivory Order trio looks at you like they can't believe such a weakling would even try to hunt down the {CARDNAME:4010}.
10002081,The Ivory Order Trio
10002082,"Taking pity on your ineptitude, the Ivory Order trio uses their magic to heal your wounds."
10002091,{CARDNAME:1130}
10002092,"""We mustn't tarry any longer. To the monster researcher of {CARDNAME:91040} with us,"" {CARDNAME:1130} urges his companions, and the trio depart."
10002101,The Ivory Order Trio
10002102,"As if forced by your magnificent presence itself, the Ivory Order disciples stagger a step back."
10002111,{CARDNAME:1130}
10002112,"""It would seem you have the guts to take on the {CARDNAME:4010} if nothing else,"" says {CARDNAME:1130}."
10002121,{CHARACTERNAME:1010}
10002122,You mock the Ivory Order disciples for being sore losers.
10002131,{CARDNAME:1120}
10002132,"A scandalized look on his face, {CARDNAME:1120} reveals the truth. ""We'd never actually bother fighting punks like you with our full strength."""
10002141,"The Would-Be Hero
and Company"
10002142,"""WHAT!?"""
10002151,{CARDNAME:1110}
10002152,"""Now give that back,"" says {CARDNAME:1110}, snatching the wallet out of your grip."
10002161,
10002162,"Aimless wandering can be fun, but if you want purpose and direction, I'd suggest sticking to the path."
10002171,Sign
10002172,↑ This Way to {CARDNAME:91040}
10002181,{CHARACTERNAME:1010}
10002182,"You kick a rock down the road, muttering about what jerks those three from the Ivory Order are."
10002191,{CARDNAME:1030}
10002192,"""Cut it out,"" chides {CARDNAME:1030}. She warns you your anger will only come back to bite you in the rear."
10002201,{CHARACTERNAME:1010}
10002202,"""Hmph,"" you grumble.
But your sulking is cut short when out of the thicket leaps a monster!"
10002211,{CHARACTERNAME:1010}
10002212,"The rock you kicked must've hit it, because it is really mad. Brace yourself for battle!"
10002221,Torch-Bearing Man
10002222,The man says you'll need a <highlight>{CARDNAME:50601}</highlight> to explore caves.
10002231,Torch-Bearing Man
10002232,"And, he adds, it just so happens you can buy them at the item shop. You get the feeling he probably works for said shop."
10002241,Knowledgeable Man
10002242,Apparently monsters have been mugging people along this stretch of road lately.
10002251,Knowledgeable Man
10002252,Hard to say where they're stashing the stolen goods.
10002261,Mugged Woman
10002262,"The woman tells you a monster stole something very valuable from her. ""If only someone could get it back for me,"" she sighs."
10002271,Mugged Woman
10002272,"""What did it steal?"" you ask.
""Medicine,"" says the woman, ""to give my skin a lustrous glow."""
10002281,Bewitching Woman
10002282,"The woman, who fashions herself a ""missionary of love,"" haughtily cries she's too beautiful and popular for her own good."
10002291,Sharp-Eared Woman
10002292,It seems the sound of a flute could once often be heard coming from the {CARDNAME:103030}.
10002301,Sharp-Eared Woman
10002302,"His neighbors complained about the noise, though, and all has been quiet since."
10002311,Bathing Man
10002312,"Scrub, scrub, scrub..."
10002321,Bathing Man
10002322,"The man scours his skin with a washcloth, trying to rid himself of all odor."
10002331,Bathing Man
10002332,Apparently he blames his natural musk for his unlucky love life.
10002341,Bathing Man
10002342,You catch a whiff of scent wafting off him. It is rather...pungent.
10002351,{CHARACTERNAME:1010}
10002352,"An idea strikes you. Maybe getting rid of the toxins <i>within</i> the body would get rid of the odor <i>without</i>, too."
10002361,{CHARACTERNAME:1010}
10002362,Test out your theory by giving the man an <highlight>{CARDNAME:50201}</highlight>? 
10002371,Give Him an Antidote
10002372,You hand him an {CARDNAME:50201} and he chugs it down.
10002381,"Don't Give Him
Anything"
10002382,You take your leave without giving him anything.
10002391,Bathing Man
10002392,"As soon as he's finished, the odor completely disappears!"
10002401,Give Him an Antidote
10002402,"You fish around in your bag, but can't seem to find an {CARDNAME:50201} anywhere..."
10002411,Bathing Man
10002412,"Overjoyed, the man resolves to tell the person he likes how he feels."
10002421,Bathing Man
10002422,"From his breast pocket, the man pulls out something to give you in thanks."
10002431,
10002432,Mysterious Card 2 acquired!
10002441,Bathing Man
10002442,The man says it was all thanks to you he was able to get rid of his odor and tell the person he likes how he feels.
10002451,Bathing Man
10002452,"The man, who no longer smells, told the person he likes how he feels, but he was still rebuffed."
10002461,Bathing Man
10002462,"Scrub, scrub, scrub..."
10002471,Bathing Man
10002472,"The smell may be gone, but he's still determined to polish himself up for that special someone."
10002481,Bewitching Woman
10002482,Apparently the woman is being harangued by some man who keeps asking her out.
10002491,Bewitching Woman
10002492,"""I don't know how many times I have to tell him he's just not my type,"" she sighs."
10002501,{CARDNAME:2062}
10002502,"{CARDNAME:2060} has lived here for many years, conducting research on monsters."
10002511,{CARDNAME:2062}
10002512,"All the townsfolk affectionately call him ""{CARDNAME:2061}."""
10002521,{CARDNAME:2062}
10002522,"If anyone knows anything about the {CARDNAME:4010}, it's him. He's a veritable monster expert. "
10002531,{CARDNAME:2062}
10002532,Ask {CARDNAME:2061} about the {CARDNAME:4010}?
10002541,Ask
10002542,You ask {CARDNAME:2061} if he knows anything about the {CARDNAME:4010}.
10002551,Ask Nothing
10002552,"With no particular business, you take your leave."
10002561,{CARDNAME:2062}
10002562,He says he'll tell you if you do him a favor.
10002571,{CARDNAME:2062}
10002572,The monsters stole a precious <highlight>treasure</highlight> from him.
10002581,{CARDNAME:2062}
10002582,"If you reclaim the treasure, {CARDNAME:2061} promises to tell you all he knows about the {CARDNAME:4010}."
10002591,{CHARACTERNAME:1010}
10002592,Agree to {CARDNAME:2061}'s request?
10002601,All Right
10002602,It seems the treasure-thieving monster makes its hideout in the <highlight>{CARDNAME:92020}</highlight>. That's where you'll want to head.
10002611,Refuse
10002612,You refuse {CARDNAME:2061}'s request and leave.
10002621,{CARDNAME:2062}
10002622,{CARDNAME:2061} says the monster that stole his treasure can be found in the <highlight>{CARDNAME:92020}</highlight>.
10002631,{CHARACTERNAME:1010}
10002632,"You show {CARDNAME:2061} the <highlight>{CARDNAME:51106}</highlight>. This is not, however, the treasure he seeks. You had best continue searching the {CARDNAME:92020}."
10002641,{CARDNAME:2062}
10002642,"{CARDNAME:2061} has lived here for many years, conducting research on monsters."
10002651,{CARDNAME:2062}
10002652,"When he catches sight of the <highlight>{CARDNAME:51105}</highlight> in {CARDNAME:1030}'s hands, his face slackens in shock and he reaches out for it."
10002661,
10002662,"It's pitch-black inside the cave. Who knows what dangers lurk within?
Maybe you should prepare first."
10002671,{CARDNAME:92020}
10002672,Light can't reach the furthest depths of the cave. It may be impossible to proceed without a <highlight>{CARDNAME:50601}</highlight>.
10002681,{CHARACTERNAME:1010}
10002682,What will you do?
10002691,Use the Torch
10002692,You light the <highlight>{CARDNAME:50601}</highlight>. It'll be much easier to explore now with your surroundings better illuminated.
10002701,Keep Going
10002702,"Taking no heed of any danger, you press on."
10002711,Leave the Cave
10002712,You make your exit.
10002721,Use the Torch
10002722,"You don't have a {CARDNAME:50601}, but you can always buy one at the item shop in {CARDNAME:91040}."
10002731,
10002732,The cave is dark and dangerous. Are you sure you want to keep going without a <highlight>{CARDNAME:50601}</highlight>?
10002741,
10002742,Are you sure you want to keep going without a <highlight>{CARDNAME:50601}</highlight>?
10002751,{CARDNAME:92020}
10002752,"In the darkness you hear the skittering sounds of movement. You strain to see, and make out the shape of a grotesque, otherworldly creature."
10002761,{CHARACTERNAME:1010}
10002762,Utter terror knocks you off your feet. You feel your consciousness slip away...
10002771,{CHARACTERNAME:1010}
10002772,"When you come to, you find yourself outside the {CARDNAME:92020}. Seems like {CARDNAME:1030} and {CARDNAME:1020} carried you here."
10002781,
10002782,"If you're set on exploring the caves, might I suggest you invest in a <highlight>{CARDNAME:50601}</highlight>?"
10002791,
10002792,They've got them at the item store in town and everything.
10002801,
10002802,<highlight>{CARDNAME:51106} </highlight>acquired!
10002811,The Sealed Door
10002812,The door is shut tight. It seems some strange force keeps it barred...
10002821,The Sealed Door
10002822,"Upon closer examination of the door, you spot a cavity that looks like some sort of sphere should go there."
10002831,{CHARACTERNAME:1010}
10002832,Fit the {CARDNAME:51106} in the cavity?
10002841,Put In the Magic Sphere
